"dates","variables","valores","unit","category","category_name","colorpinta","name"
"2022-05-15 21:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 21:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 21:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 21:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 21:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 21:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 21:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 21:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 21:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 21:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 20:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 20:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 20:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 20:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 20:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 20:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 20:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 20:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 20:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 20:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 20:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 20:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 19:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 19:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 19:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 19:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 19:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 19:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 19:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 19:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 19:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 19:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 19:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 19:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 18:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 18:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 18:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 18:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 18:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 18:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 18:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 18:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 18:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 18:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 18:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 18:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 17:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 17:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 17:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 17:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 17:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 17:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 17:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 17:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 17:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 17:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 17:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 17:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 16:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 16:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 16:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 16:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 16:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 16:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 16:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 16:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 16:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 16:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 16:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 16:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 15:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 15:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 15:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 15:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 15:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 15:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 15:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 15:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 15:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 15:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 15:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 15:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 14:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 14:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 14:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 14:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 14:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 14:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 14:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 14:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 14:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 14:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 14:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 14:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 13:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 13:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 13:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 13:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 13:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 13:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 13:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 13:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 13:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 13:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 13:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 13:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 12:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 12:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 12:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 12:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 12:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 12:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 12:00:00+00","ZSD","2.29944396018982","NTU","1","Bajo","green","zsd_compopt2"
"2022-05-15 12:00:00+00","SPM","1.3343390226364136","g/m3","1","Bajo","green","spm_compopt1"
"2022-05-15 12:00:00+00","T° Mar","16.618988037109375","°C","1","Bajo","green","sst_mur"
"2022-05-15 12:00:00+00","Chl-a","6.7385358810424805"," mg/m3","1","Bajo","green","chl_comp"
"2022-05-15 12:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 12:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 12:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 12:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 12:00:00+00","ROC","1","UR","1","Bajo","green","roc"
"2022-05-15 12:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 12:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 11:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 11:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 11:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 11:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 11:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 11:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 11:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 11:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 11:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 11:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 11:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 11:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 10:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 10:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 10:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 10:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 10:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 10:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 10:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 10:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 10:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 10:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 10:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 10:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 09:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 09:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 09:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 09:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 09:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 09:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 09:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 09:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 09:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 09:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 09:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 09:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 08:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 08:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 08:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 08:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 08:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 08:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 08:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 08:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 08:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 08:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 08:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 08:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 07:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 07:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 07:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 07:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 07:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 07:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 07:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 07:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 07:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 07:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 07:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 07:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 06:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 06:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 06:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 06:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 06:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 06:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 06:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 06:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 06:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 06:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 06:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 06:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 05:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 05:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 05:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 05:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 05:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 05:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 05:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 05:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 05:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 05:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 05:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 05:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 04:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 04:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 04:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 04:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 04:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 04:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 04:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 04:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 04:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 04:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 04:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 04:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 03:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 03:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 03:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 03:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 03:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 03:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 03:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 03:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 03:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 03:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 03:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 03:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 02:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 02:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 02:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 02:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 02:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 02:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 02:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 02:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 02:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 02:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 02:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 02:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 01:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 01:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 01:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 01:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
"2022-05-15 01:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 01:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 01:00:00+00","Nivel_Pozo","61.370016666666665","%","1","Bajo","green","nivpozo_02"
"2022-05-15 01:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 01:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 01:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 01:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 01:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 00:00:00+00","ROP","1","UR","1","Bajo","green","rop"
"2022-05-15 00:00:00+00","T° Intake","15.209033333333332","°C","1","Bajo","green","tintake"
"2022-05-15 00:00:00+00","FlujPerm_EWS-E","199.53434086828292","l/s","4","Crítico","red","fperm_ewse"
"2022-05-15 00:00:00+00","SDI P:1,2","2.8979999999999997","%/min","1","Bajo","green","sdipfc_0102"
"2022-05-15 00:00:00+00","SDI P:3,4","2.5521","%/min","1","Bajo","green","sdipfc_0304"
"2022-05-15 00:00:00+00","PrDifFC P:3,4","30.564583333333335","kpa","1","Bajo","green","prdiffc_0304"
"2022-05-15 00:00:00+00","PrDifFC P:1,2","48.9692","kpa","1","Bajo","green","prdiffc_0102"
"2022-05-15 00:00:00+00","FlujPerm_Planta","226.7300275350661","l/s","4","Crítico","red","fperm_planta"
"2022-05-15 00:00:00+00","Nivel_Pozo","61.326950000000004","%","1","Bajo","green","nivpozo_01"
"2022-05-15 00:00:00+00","GRI","1","UR","1","Bajo","green","gri"
"2022-05-15 00:00:00+00","FlujPerm_EWS","233.52894945672142","l/s","2","Moderado","yellow","fperm_ews"
