"dates","variables","valores","unit","category","category_name","colorpinta","name"
"2022-06-08 12:00:00+00","PrDifFC P:1,2",80.4382006536335,"kpa",1,"Bajo","green","prdiffc_0102"
"2022-06-08 12:00:00+00","Chl-a",3.47685378789902," mg/m3",1,"Bajo","green","chl_comp"
"2022-06-08 12:00:00+00","ZSD",3.87845605611801,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-06-08 12:00:00+00","T° Mar",16.7248888015747,"°C",1,"Bajo","green","sst_mur"
"2022-06-08 12:00:00+00","SPM",1.10614439845085,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-06-08 12:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-06-08 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-06-08 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-06-08 12:00:00+00","SDI P:3,4",2.98737519328601,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-06-08 12:00:00+00","SDI P:1,2",3.47402068956302,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-06-08 12:00:00+00","FlujPerm_Planta",233.813429498666,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-06-08 12:00:00+00","FlujPerm_EWS-E",192.349298743557,"l/s",4,"Crítico","red","fperm_ewse"
"2022-06-08 12:00:00+00","FlujPerm_EWS",237.976886938003,"l/s",1,"Bajo","green","fperm_ews"
"2022-06-08 12:00:00+00","PrDifFC P:3,4",62.1914704135366,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-06-08 12:00:00+00","T° Intake",16.2459487722272,"°C",2,"Moderado","yellow","tintake"
"2022-06-07 12:00:00+00","ZSD",3.58376276493073,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-06-07 12:00:00+00","SPM",1.11274701356888,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-06-07 12:00:00+00","T° Mar",16.735424041748,"°C",1,"Bajo","green","sst_mur"
"2022-06-07 12:00:00+00","Chl-a",3.38362383842468," mg/m3",1,"Bajo","green","chl_comp"
"2022-06-07 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-06-07 12:00:00+00","ROP",2,"UR",2,"Moderado","yellow","rop"
"2022-06-07 12:00:00+00","SDI P:3,4",3.00705882486143,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-06-07 12:00:00+00","SDI P:1,2",3.4713107334794,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-06-07 12:00:00+00","FlujPerm_Planta",233.813428101742,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-06-07 12:00:00+00","FlujPerm_EWS-E",192.3518207123,"l/s",4,"Crítico","red","fperm_ewse"
"2022-06-07 12:00:00+00","FlujPerm_EWS",238.088725500597,"l/s",1,"Bajo","green","fperm_ews"
"2022-06-07 12:00:00+00","PrDifFC P:3,4",61.1794523448412,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-06-07 12:00:00+00","PrDifFC P:1,2",116.067973811473,"kpa",3,"Alto","orange","prdiffc_0102"
"2022-06-07 12:00:00+00","T° Intake",15.3484739841257,"°C",1,"Bajo","green","tintake"
"2022-06-07 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-06-06 12:00:00+00","SPM",1.11102074384689,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-06-06 12:00:00+00","T° Mar",16.7348556518555,"°C",1,"Bajo","green","sst_mur"
"2022-06-06 12:00:00+00","Chl-a",3.32260763645172," mg/m3",1,"Bajo","green","chl_comp"
"2022-06-06 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-06-06 12:00:00+00","T° Intake",14.5251948139471,"°C",1,"Bajo","green","tintake"
"2022-06-06 12:00:00+00","PrDifFC P:1,2",86.1023668483389,"kpa",2,"Moderado","yellow","prdiffc_0102"
"2022-06-06 12:00:00+00","PrDifFC P:3,4",60.138106415359,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-06-06 12:00:00+00","FlujPerm_EWS",238.219699544347,"l/s",1,"Bajo","green","fperm_ews"
"2022-06-06 12:00:00+00","FlujPerm_EWS-E",192.355271800911,"l/s",4,"Crítico","red","fperm_ewse"
"2022-06-06 12:00:00+00","FlujPerm_Planta",233.813432132135,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-06-06 12:00:00+00","SDI P:1,2",3.46354952619332,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-06-06 12:00:00+00","SDI P:3,4",3.03009501866588,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-06-06 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-06-06 12:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-06-06 12:00:00+00","ZSD",3.89914953708649,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-06-05 12:00:00+00","FlujPerm_EWS-E",192.359991621378,"l/s",4,"Crítico","red","fperm_ewse"
"2022-06-05 12:00:00+00","FlujPerm_Planta",233.813462660792,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-06-05 12:00:00+00","SPM",1.10780936479568,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-06-05 12:00:00+00","T° Mar",16.7339248657227,"°C",1,"Bajo","green","sst_mur"
"2022-06-05 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-06-05 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-06-05 12:00:00+00","SDI P:3,4",3.05588241733072,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-06-05 12:00:00+00","SDI P:1,2",3.44651471074118,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-06-05 12:00:00+00","ZSD",4.05569672584534,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-06-05 12:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-06-05 12:00:00+00","Chl-a",3.0830785036087," mg/m3",1,"Bajo","green","chl_comp"
"2022-06-05 12:00:00+00","T° Intake",14.4358149444968,"°C",1,"Bajo","green","tintake"
"2022-06-05 12:00:00+00","PrDifFC P:1,2",106.395595225306,"kpa",2,"Moderado","yellow","prdiffc_0102"
"2022-06-05 12:00:00+00","PrDifFC P:3,4",59.0674981669873,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-06-05 12:00:00+00","FlujPerm_EWS",238.373843934611,"l/s",1,"Bajo","green","fperm_ews"
"2022-06-04 12:00:00+00","PrDifFC P:1,2",105.314428075766,"kpa",2,"Moderado","yellow","prdiffc_0102"
"2022-06-04 12:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-06-04 12:00:00+00","FlujPerm_EWS-E",192.366441586427,"l/s",4,"Crítico","red","fperm_ewse"
"2022-06-04 12:00:00+00","FlujPerm_Planta",233.813505813249,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-06-04 12:00:00+00","T° Intake",14.8474469094074,"°C",1,"Bajo","green","tintake"
"2022-06-04 12:00:00+00","PrDifFC P:3,4",57.9674747811502,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-06-04 12:00:00+00","FlujPerm_EWS",238.556352201662,"l/s",1,"Bajo","green","fperm_ews"
"2022-06-04 12:00:00+00","SDI P:1,2",3.41739341709379,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-06-04 12:00:00+00","SDI P:3,4",3.0835024326196,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-06-04 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-06-04 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-06-04 12:00:00+00","Chl-a",3.08275175094604," mg/m3",1,"Bajo","green","chl_comp"
"2022-06-04 12:00:00+00","T° Mar",16.7324752807617,"°C",1,"Bajo","green","sst_mur"
"2022-06-04 12:00:00+00","SPM",1.10447943210602,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-06-04 12:00:00+00","ZSD",4.35755944252014,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-06-03 12:00:00+00","FlujPerm_EWS",238.774046888318,"l/s",1,"Bajo","green","fperm_ews"
"2022-06-03 12:00:00+00","FlujPerm_EWS-E",192.375246573974,"l/s",4,"Crítico","red","fperm_ewse"
"2022-06-03 12:00:00+00","ROP",2,"UR",2,"Moderado","yellow","rop"
"2022-06-03 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-06-03 12:00:00+00","FlujPerm_Planta",233.81324714792,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-06-03 12:00:00+00","SDI P:1,2",3.37745377642984,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-06-03 12:00:00+00","ZSD",3.95145809650421,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-06-03 12:00:00+00","Chl-a",3.57008373737335," mg/m3",1,"Bajo","green","chl_comp"
"2022-06-03 12:00:00+00","SPM",1.09875959157944,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-06-03 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-06-03 12:00:00+00","T° Mar",16.7305736541748,"°C",1,"Bajo","green","sst_mur"
"2022-06-03 12:00:00+00","SDI P:3,4",3.11189158420975,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-06-03 12:00:00+00","T° Intake",16.5208204227872,"°C",2,"Moderado","yellow","tintake"
"2022-06-03 12:00:00+00","PrDifFC P:1,2",114.734653499872,"kpa",3,"Alto","orange","prdiffc_0102"
"2022-06-03 12:00:00+00","PrDifFC P:3,4",56.8376000370478,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-06-02 12:00:00+00","Chl-a",3.18111622333527," mg/m3",1,"Bajo","green","chl_comp"
"2022-06-02 12:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-06-02 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-06-02 12:00:00+00","T° Intake",15.9399488022502,"°C",1,"Bajo","green","tintake"
"2022-06-02 12:00:00+00","PrDifFC P:1,2",98.9781423389907,"kpa",2,"Moderado","yellow","prdiffc_0102"
"2022-06-02 12:00:00+00","PrDifFC P:3,4",55.6770798088762,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-06-02 12:00:00+00","FlujPerm_EWS",239.036112926489,"l/s",1,"Bajo","green","fperm_ews"
"2022-06-02 12:00:00+00","FlujPerm_EWS-E",192.38724910402,"l/s",4,"Crítico","red","fperm_ewse"
"2022-06-02 12:00:00+00","FlujPerm_Planta",233.811886380566,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-06-02 12:00:00+00","SDI P:1,2",3.32808523630034,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-06-02 12:00:00+00","SDI P:3,4",3.14003541572853,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-06-02 12:00:00+00","T° Mar",16.7273101806641,"°C",1,"Bajo","green","sst_mur"
"2022-06-02 12:00:00+00","SPM",1.09418374300003,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-06-02 12:00:00+00","ZSD",4.07355117797852,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-06-02 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-06-01 12:00:00+00","ZSD",3.62095487117767,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-06-01 12:00:00+00","ROP",2,"UR",2,"Moderado","yellow","rop"
"2022-06-01 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-06-01 12:00:00+00","SPM",1.12697803974152,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-06-01 12:00:00+00","T° Mar",16.7224674224854,"°C",1,"Bajo","green","sst_mur"
"2022-06-01 12:00:00+00","SDI P:3,4",3.16711262710709,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-06-01 12:00:00+00","SDI P:1,2",3.29942555316637,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-06-01 12:00:00+00","FlujPerm_Planta",233.810979747942,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-06-01 12:00:00+00","FlujPerm_EWS-E",192.403578274881,"l/s",4,"Crítico","red","fperm_ewse"
"2022-06-01 12:00:00+00","FlujPerm_EWS",239.355290184691,"l/s",1,"Bajo","green","fperm_ews"
"2022-06-01 12:00:00+00","PrDifFC P:3,4",54.484675299888,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-06-01 12:00:00+00","PrDifFC P:1,2",108.517974666707,"kpa",3,"Alto","orange","prdiffc_0102"
"2022-06-01 12:00:00+00","T° Intake",14.7013005888966,"°C",1,"Bajo","green","tintake"
"2022-06-01 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-06-01 12:00:00+00","Chl-a",3.74617230892181," mg/m3",1,"Bajo","green","chl_comp"
"2022-05-31 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-05-31 12:00:00+00","Chl-a",4.85108518600464," mg/m3",1,"Bajo","green","chl_comp"
"2022-05-31 12:00:00+00","FlujPerm_EWS-E",192.425734706573,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-31 12:00:00+00","FlujPerm_EWS",239.749913410032,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-31 12:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-05-31 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-31 12:00:00+00","ZSD",3.85776257514954,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-05-31 12:00:00+00","SPM",1.13034147024155,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-05-31 12:00:00+00","T° Mar",16.7147026062012,"°C",1,"Bajo","green","sst_mur"
"2022-05-31 12:00:00+00","PrDifFC P:3,4",53.2585998833329,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-31 12:00:00+00","PrDifFC P:1,2",92.879349971567,"kpa",2,"Moderado","yellow","prdiffc_0102"
"2022-05-31 12:00:00+00","T° Intake",14.3953754718556,"°C",1,"Bajo","green","tintake"
"2022-05-31 12:00:00+00","SDI P:3,4",3.19255781122608,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-31 12:00:00+00","SDI P:1,2",3.25558134642174,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-31 12:00:00+00","FlujPerm_Planta",233.82565102548,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-05-30 12:00:00+00","Chl-a",5.84076428413391," mg/m3",1,"Bajo","green","chl_comp"
"2022-05-30 12:00:00+00","T° Intake",14.4675130966947,"°C",1,"Bajo","green","tintake"
"2022-05-30 12:00:00+00","PrDifFC P:1,2",118.668328695493,"kpa",3,"Alto","orange","prdiffc_0102"
"2022-05-30 12:00:00+00","PrDifFC P:3,4",51.9963935227602,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-30 12:00:00+00","FlujPerm_EWS",240.247626661028,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-30 12:00:00+00","FlujPerm_EWS-E",192.455690141932,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-30 12:00:00+00","FlujPerm_Planta",233.882923641714,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-05-30 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-05-30 12:00:00+00","T° Mar",16.702751159668,"°C",1,"Bajo","green","sst_mur"
"2022-05-30 12:00:00+00","SDI P:3,4",3.21605357610924,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-30 12:00:00+00","ZSD",3.72937917709351,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-05-30 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-30 12:00:00+00","SPM",1.1211501955986,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-05-30 12:00:00+00","ROP",2,"UR",2,"Moderado","yellow","rop"
"2022-05-30 12:00:00+00","SDI P:1,2",3.24155169410494,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-29 12:00:00+00","SPM",1.08513489365578,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-05-29 12:00:00+00","ZSD",4.64586901664734,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-05-29 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-05-29 12:00:00+00","SDI P:3,4",3.23748262286678,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-29 12:00:00+00","SDI P:1,2",3.18618842257064,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-29 12:00:00+00","PrDifFC P:1,2",80.5138015848277,"kpa",1,"Bajo","green","prdiffc_0102"
"2022-05-29 12:00:00+00","FlujPerm_Planta",233.870887433047,"l/s",2,"Moderado","yellow","fperm_planta"
"2022-05-29 12:00:00+00","FlujPerm_EWS-E",192.49599499965,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-29 12:00:00+00","FlujPerm_EWS",240.89270538422,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-29 12:00:00+00","T° Intake",16.5761499296923,"°C",2,"Moderado","yellow","tintake"
"2022-05-29 12:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-05-29 12:00:00+00","PrDifFC P:3,4",50.6947659817897,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-29 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-29 12:00:00+00","Chl-a",2.70161032676697," mg/m3",1,"Bajo","green","chl_comp"
"2022-05-29 12:00:00+00","T° Mar",16.6846485137939,"°C",1,"Bajo","green","sst_mur"
"2022-05-28 12:00:00+00","T° Mar",16.6604843139648,"°C",1,"Bajo","green","sst_mur"
"2022-05-28 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-28 12:00:00+00","SDI P:3,4",3.25686832154842,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-28 12:00:00+00","SDI P:1,2",3.2073515429875,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-28 12:00:00+00","FlujPerm_Planta",233.044116149005,"l/s",3,"Alto","orange","fperm_planta"
"2022-05-28 12:00:00+00","FlujPerm_EWS-E",192.549877572511,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-28 12:00:00+00","FlujPerm_EWS",241.762085359855,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-28 12:00:00+00","PrDifFC P:3,4",49.3493959184374,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-28 12:00:00+00","PrDifFC P:1,2",84.2171133054939,"kpa",1,"Bajo","green","prdiffc_0102"
"2022-05-28 12:00:00+00","T° Intake",16.0166015851158,"°C",2,"Moderado","yellow","tintake"
"2022-05-28 12:00:00+00","ROC",1,"UR",1,"Bajo","green","roc"
"2022-05-28 12:00:00+00","ZSD",3.50126421451569,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-05-28 12:00:00+00","SPM",1.06688404083252,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-05-28 12:00:00+00","Chl-a",4.6032567024231," mg/m3",1,"Bajo","green","chl_comp"
"2022-05-28 12:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-05-27 18:00:00+00","FlujPerm_Planta",225.72750886611354,"l/s",4,"Crítico","red","fperm_planta"
"2022-05-27 18:00:00+00","FlujPerm_EWS-E",190.19397614166667,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-27 18:00:00+00","FlujPerm_EWS",239.0525834712177,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-27 18:00:00+00","SDI P:3,4",2.3409,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-27 18:00:00+00","PrDifFC P:3,4",43.81598333333333,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-27 18:00:00+00","Nivel_Pozo",49.12241666666667,"%",1,"Bajo","green","nivpozo_02"
"2022-05-27 18:00:00+00","SDI P:1,2",2.9837,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-27 18:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-05-27 18:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-27 18:00:00+00","Nivel_Pozo",48.76383333333333,"%",1,"Bajo","green","nivpozo_01"
"2022-05-27 18:00:00+00","T° Intake",14.141725000000001,"°C",1,"Bajo","green","tintake"
"2022-05-27 18:00:00+00","PrDifFC P:1,2",54.8322,"kpa",1,"Bajo","green","prdiffc_0102"
"2022-05-27 17:00:00+00","PrDifFC P:1,2",54.9264,"kpa",1,"Bajo","green","prdiffc_0102"
"2022-05-27 17:00:00+00","FlujPerm_Planta",229.33706212359212,"l/s",3,"Alto","orange","fperm_planta"
"2022-05-27 17:00:00+00","T° Intake",13.94275,"°C",1,"Bajo","green","tintake"
"2022-05-27 17:00:00+00","Nivel_Pozo",48.999449999999996,"%",1,"Bajo","green","nivpozo_01"
"2022-05-27 17:00:00+00","FlujPerm_EWS-E",190.5787037635648,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-27 17:00:00+00","Nivel_Pozo",49.367799999999995,"%",1,"Bajo","green","nivpozo_02"
"2022-05-27 17:00:00+00","PrDifFC P:3,4",43.66483333333333,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-27 17:00:00+00","FlujPerm_EWS",239.0266520769585,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-27 17:00:00+00","SDI P:3,4",2.3409,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-27 17:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-05-27 17:00:00+00","SDI P:1,2",2.9837,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-27 17:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-27 16:00:00+00","Nivel_Pozo",51.1328,"%",1,"Bajo","green","nivpozo_02"
"2022-05-27 16:00:00+00","FlujPerm_EWS",239.29095478427965,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-27 16:00:00+00","FlujPerm_Planta",229.45457411607512,"l/s",3,"Alto","orange","fperm_planta"
"2022-05-27 16:00:00+00","Nivel_Pozo",50.7131,"%",1,"Bajo","green","nivpozo_01"
"2022-05-27 16:00:00+00","SDI P:3,4",2.3409,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-27 16:00:00+00","T° Intake",14.284973333333333,"°C",1,"Bajo","green","tintake"
"2022-05-27 16:00:00+00","PrDifFC P:3,4",43.45818333333333,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-27 16:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-05-27 16:00:00+00","SDI P:1,2",2.9837,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-27 16:00:00+00","PrDifFC P:1,2",61.0865,"kpa",1,"Bajo","green","prdiffc_0102"
"2022-05-27 16:00:00+00","FlujPerm_EWS-E",190.109052918714,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-27 16:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-27 15:00:00+00","PrDifFC P:3,4",43.413983333333334,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-27 15:00:00+00","SDI P:3,4",3.2241,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-27 15:00:00+00","T° Intake",13.723600000000001,"°C",1,"Bajo","green","tintake"
"2022-05-27 15:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-05-27 15:00:00+00","SDI P:1,2",2.9837,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-27 15:00:00+00","FlujPerm_EWS",239.3038043574074,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-27 15:00:00+00","FlujPerm_Planta",230.75751584887112,"l/s",3,"Alto","orange","fperm_planta"
"2022-05-27 15:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-27 15:00:00+00","Nivel_Pozo",62.56508333333334,"%",1,"Bajo","green","nivpozo_02"
"2022-05-27 15:00:00+00","FlujPerm_EWS-E",192.29921948337233,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-27 15:00:00+00","PrDifFC P:1,2",70.36491666666667,"kpa",1,"Bajo","green","prdiffc_0102"
"2022-05-27 15:00:00+00","Nivel_Pozo",62.53785,"%",1,"Bajo","green","nivpozo_01"
"2022-05-27 14:00:00+00","Nivel_Pozo",62.56508333333334,"%",1,"Bajo","green","nivpozo_02"
"2022-05-27 14:00:00+00","FlujPerm_EWS-E",192.29921948337233,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-27 14:00:00+00","FlujPerm_Planta",230.75751584887112,"l/s",3,"Alto","orange","fperm_planta"
"2022-05-27 14:00:00+00","SDI P:1,2",2.9837,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-27 14:00:00+00","FlujPerm_EWS",239.3038043574074,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-27 14:00:00+00","T° Intake",13.723600000000001,"°C",1,"Bajo","green","tintake"
"2022-05-27 14:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-05-27 14:00:00+00","Nivel_Pozo",62.53785,"%",1,"Bajo","green","nivpozo_01"
"2022-05-27 14:00:00+00","PrDifFC P:3,4",43.413983333333334,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-27 14:00:00+00","PrDifFC P:1,2",70.36491666666667,"kpa",1,"Bajo","green","prdiffc_0102"
"2022-05-27 14:00:00+00","SDI P:3,4",3.2241,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-27 14:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-27 13:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-27 13:00:00+00","Nivel_Pozo",62.56508333333334,"%",1,"Bajo","green","nivpozo_02"
"2022-05-27 13:00:00+00","ROP",1,"UR",1,"Bajo","green","rop"
"2022-05-27 13:00:00+00","FlujPerm_EWS",239.3038043574074,"l/s",1,"Bajo","green","fperm_ews"
"2022-05-27 13:00:00+00","SDI P:3,4",3.2241,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-27 13:00:00+00","SDI P:1,2",2.9837,"%/min",1,"Bajo","green","sdipfc_0102"
"2022-05-27 13:00:00+00","FlujPerm_EWS-E",192.29921948337233,"l/s",4,"Crítico","red","fperm_ewse"
"2022-05-27 13:00:00+00","PrDifFC P:1,2",70.36491666666667,"kpa",1,"Bajo","green","prdiffc_0102"
"2022-05-27 13:00:00+00","PrDifFC P:3,4",43.413983333333334,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-27 13:00:00+00","FlujPerm_Planta",230.75751584887112,"l/s",3,"Alto","orange","fperm_planta"
"2022-05-27 13:00:00+00","T° Intake",13.723600000000001,"°C",1,"Bajo","green","tintake"
"2022-05-27 13:00:00+00","Nivel_Pozo",62.53785,"%",1,"Bajo","green","nivpozo_01"
"2022-05-27 12:00:00+00","SDI P:3,4",3.2241,"%/min",1,"Bajo","green","sdipfc_0304"
"2022-05-27 12:00:00+00","PrDifFC P:3,4",43.413983333333334,"kpa",1,"Bajo","green","prdiffc_0304"
"2022-05-27 12:00:00+00","T° Intake",13.723600000000001,"°C",1,"Bajo","green","tintake"
"2022-05-27 12:00:00+00","GRI",1,"UR",1,"Bajo","green","gri"
"2022-05-27 12:00:00+00","Chl-a",4.59105944633484," mg/m3",1,"Bajo","green","chl_comp"
"2022-05-27 12:00:00+00","T° Mar",16.6188812255859,"°C",1,"Bajo","green","sst_mur"
"2022-05-27 12:00:00+00","SPM",1.03865379095078,"g/m3",1,"Bajo","green","spm_compopt1"
"2022-05-27 12:00:00+00","ZSD",3.42741739749908,"NTU",1,"Bajo","green","zsd_compopt2"
"2022-05-27 12:00:00+00","Nivel_Pozo",62.53785,"%",1,"Bajo","green","nivpozo_01"
"2022-05-27 12:00:00+00","Nivel_Pozo",62.56508333333334,"%",1,"Bajo","green","nivpozo_02"
